High,mean_2m,min_2m,max_2m,dewpoint_2m,total_precip,surf_press,mean_sea_press,u_wind,v_wind
2735.38,276.5969051,271.9812659,283.0546651,268.8047208,0.003772406,93268.75891,102253.5979,0.764569214,0.137471065
2746.8,274.8915428,270.4464202,281.8038462,266.8107157,0.000862674,93781.96422,102867.4503,0.774158611,-0.290478644
2754.6,273.4106184,269.2263996,279.4787458,266.4699082,0.002967891,93815.65682,103065.7321,0.834699678,-1.288317305
2775.99,273.9569096,270.296482,278.6803617,267.3409134,0.004842107,93655.15006,102941.1913,-0.004734958,-1.835580056
2794.1,275.5348007,271.4344613,280.4732212,268.8556373,0.00340047,93417.57942,102606.6743,0.139957946,-1.348118433
2814.75,277.5118759,274.1417995,281.7287217,271.2110172,0.001405721,93277.89388,102403.9218,0.19742385,-1.159351315
2815.15,279.6211319,275.6334001,284.3837894,273.019303,0.001601767,92898.19599,101931.2595,1.1117425,-0.616737154
2756.82,281.8605746,277.8758666,286.6696521,275.789123,0.004359166,92416.55126,101346.394,1.509933606,0.037571035
2744.27,282.3889677,278.6612436,287.0819343,276.663103,0.003564627,92409.21467,101267.7743,0.925512733,0.947315677
2756.55,282.6843025,278.6177954,287.8329674,276.9092465,0.003513224,92544.56224,101411.7422,1.390160476,0.095668285
2741.67,282.5682193,278.7639584,287.6504327,276.5860436,0.006344233,92555.18147,101455.5502,1.038156877,-0.194106798
2736.69,282.8386857,278.5201965,288.3476942,276.448592,0.004117447,92758.57062,101694.9793,0.990222512,0.196608311
2685.43,283.6930046,279.2090034,289.7209863,276.9658267,0.000650545,92744.83866,101626.014,1.022841514,0.291849721
2706.85,284.7554325,279.8686028,290.9724385,276.9386847,0.001335545,92731.8363,101535.0709,1.341406538,0.759722583
2692.38,283.9069019,279.8019331,289.2746459,277.6093768,0.003124012,92636.99464,101460.6941,0.699835296,-0.20066049
2722.7,283.3090528,279.5495598,288.3209956,277.0170148,0.002718717,92884.41324,101721.5476,0.310711307,-0.012906683
2742.59,283.3442406,278.7349189,289.0938052,277.0648623,0.002898505,93090.32954,101925.8786,-0.525291478,0.085106934
2753.59,283.5853344,278.6536923,289.9117735,276.949594,0.001337664,93150.07002,101980.3954,-0.35475565,0.084169425
2778.94,283.2521591,277.3541755,290.7649301,275.3281911,0.000416696,93084.88424,101898.4411,0.24762019,0.281557442
2797.77,284.7233506,279.6630006,291.5228877,277.0881014,0.001759374,93287.57061,102148.2848,0.87068335,0.189648269
2806.04,283.3659272,278.1380709,290.3710488,275.5454971,0.000953115,93560.47795,102452.6331,0.164427892,0.110156408
2816.94,282.8412409,277.9153059,289.2300403,275.4646394,0.001462224,93448.3182,102371.8361,0.561066542,-0.773249465
2813.46,281.8566628,277.1989305,288.373627,273.9938379,0.002672561,93299.93035,102266.3231,1.071392123,-0.883598963
2775.99,280.6495678,275.5406199,287.8526241,273.9814899,0.003387363,93242.9736,102318.5855,0.847797958,-0.875676047
2775.77,283.0980553,278.7271143,289.0393491,277.2551162,0.001632037,92585.46452,101465.0498,1.016265047,-0.256525577
2795.14,283.944546,280.1589744,288.7159389,279.0666897,0.00497459,92505.09229,101411.9211,1.005167263,-0.460019486
2874.02,285.794638,282.4881756,289.9083041,281.4605118,0.007098958,92388.6972,101271.6753,-0.085304983,-0.320811929
2894.83,287.167469,284.1499105,291.0891588,283.1029085,0.007884794,92578.26743,101425.5075,-0.821714406,0.202208684
2889.45,287.2097125,283.9386201,291.5504991,283.0920464,0.006183142,92758.90488,101602.2723,-1.102360386,0.348881724
2909.64,287.5363516,283.2168515,293.2441063,282.2519277,0.002648275,92758.99828,101574.1668,0.115874645,0.751245934
2919.78,288.6336924,284.0919356,295.2626154,283.0269846,0.003300859,92781.05648,101574.7213,0.370823807,0.630400463
2939.86,291.4623191,286.8697777,297.3532278,286.1133913,0.002776193,92524.62741,101233.9165,0.929766241,1.539928381
2931.42,290.7313079,286.9338914,296.0754417,285.5669113,0.002932351,92849.71887,101558.6831,-0.071189454,1.623330039
2937.06,289.3089508,285.313529,295.0882668,283.1634513,0.002271477,93071.53204,101831.9129,-0.558967336,1.213586422
2920.53,288.7592182,283.7241941,295.2616341,279.4788226,0.001751467,92933.98905,101684.865,0.452164457,-0.09859765
2927.22,289.465285,284.0516969,296.2172227,279.0700769,0.003002208,92897.6574,101629.5755,0.794458001,-0.045972137
2931.15,289.8234639,284.335965,296.8497868,280.7466996,0.003610419,93044.50223,101818.9074,0.926872952,-0.00426583
2923.95,290.63903,285.9345513,296.6660763,282.3977982,0.004089792,92903.65861,101664.9511,0.401131686,0.226998546
2923.79,290.5158689,285.7121413,296.4182506,282.1932468,0.002691572,92771.08853,101486.7255,-0.169965115,0.615345938
2940.91,291.9225505,286.702612,298.5074938,283.2483562,0.00428552,92896.91356,101632.0549,0.443094222,0.482831764
2934.8,292.6438023,287.8558675,298.6113387,284.8883003,0.005035814,92667.51848,101364.6962,-0.351127583,0.694529615
2912.36,293.5206669,288.3591756,299.8807446,284.46956,0.001634303,92612.66628,101263.9018,-0.315846221,0.292847259
2911.17,294.2236605,288.4846785,300.6904294,284.8825102,0.001950223,92637.48432,101280.2545,0.227904428,0.462435534
2904.65,294.5790566,288.8684907,301.1434844,285.2579312,0.002403615,92695.39019,101344.9794,0.108351278,0.776541333
2908.3,294.1238267,288.4407438,300.6166183,284.2200744,0.001946687,92850.73186,101516.8313,-0.525186679,0.558318012
2906.76,293.8232136,288.4969511,300.0035497,284.0733931,0.001323803,92769.28696,101423.7046,-0.226155418,1.212674004
2894.65,293.6782512,288.2877563,299.991946,283.7966274,0.001612187,92733.07553,101369.9027,-0.300223994,1.219357496
2892.52,293.5170521,287.981897,300.0200939,283.4335,0.002312141,92689.78851,101316.8584,0.115992527,1.158328641
2886.93,292.8622487,287.1217182,299.2394473,283.0619974,0.003529677,92703.1635,101341.6807,-0.153940345,0.563543119
2883.81,294.5602923,289.3493215,300.3989557,285.974381,0.003438298,93227.46477,101916.1599,-0.84945946,-0.09330242
2892.05,294.7485768,289.5851406,300.6856958,286.2882962,0.003133796,93298.89207,101996.2035,-0.795061916,0.03184519
2894.21,294.9510822,289.7812516,300.9942937,286.2879459,0.004211801,93112.9549,101799.4054,-0.652608275,0.176663826
2900.18,295.3278907,290.1804023,301.5199482,286.9409571,0.004082144,93001.42103,101667.5742,-0.576728059,0.596591804
2906.32,295.7410661,290.3192696,302.1478674,285.3169034,0.001551767,92777.1469,101397.9637,0.171690919,1.304717854
2912.46,295.5834843,289.9349603,302.0615905,285.0685463,0.001149135,92867.87342,101489.3803,0.233578021,1.360635737
2916.5,294.7848295,288.8100147,301.9831266,284.9713706,0.002420902,92868.31192,101530.2747,0.503522347,1.022919262
2903.77,295.0108792,289.592755,301.4786863,285.9292633,0.002649218,92718.17583,101395.2577,0.726577568,1.011035353
2898.25,296.0377495,291.1587049,301.9938627,286.9447398,0.003283362,92555.63181,101183.9759,0.933375652,1.660525749
2876.16,295.1735436,289.3773955,301.8015749,285.0333567,0.002241593,92653.78572,101267.6335,0.592488146,1.39819756
2868.78,294.7112283,288.9792895,301.1996954,285.2309771,0.001119324,92844.9357,101495.0751,0.890298803,0.985716934
2867.54,294.5285503,289.315398,300.6187901,286.0234632,0.001950827,93037.48057,101730.4753,0.560700541,0.392500907
2873.23,294.7134752,289.9471833,300.274903,286.1399851,0.003094844,92961.43099,101644.883,0.119779207,0.127191561
2859.76,295.2558243,290.3746918,301.0941906,285.8598758,0.004321041,92835.69414,101488.0558,-0.170950349,-0.134495004
2855.63,297.355437,291.8148688,303.4408655,288.0953999,0.003148614,93055.813,101687.077,0.297055424,0.761534217
2850.49,297.3954241,291.743114,303.7501114,287.7826424,0.002431575,92885.40241,101495.2082,0.320204465,0.839646792
2827.95,296.7673252,291.1992373,303.2450306,287.026426,0.002313834,92717.12637,101319.318,0.356914263,0.817779755
2843.11,296.3955035,290.7234009,302.8414605,286.9230697,0.002903539,92737.14622,101345.9027,0.256839823,0.503789535
2843.4,296.8413202,291.0338403,303.5262947,287.0396643,0.002542508,92883.20238,101496.4431,0.06602203,0.578758782
2842.2,298.2714099,292.065449,304.9433232,286.5856238,0.001821964,92877.56969,101467.2651,0.273122757,0.25022391
2862.48,298.288173,291.8615678,305.1633978,286.5294473,0.002117798,92837.38842,101423.8195,0.574479999,0.244278275
2862.44,298.1528267,291.8964384,305.0715881,286.3248187,0.002005156,92777.20313,101360.1461,0.646438574,0.697811954
2863.43,297.7281389,291.3596974,304.5961992,286.0013492,0.002595633,92890.10498,101495.8159,0.547325288,0.675948811
2853.29,297.5699905,291.4392755,304.1170495,286.3034723,0.001730434,93020.04001,101649.5581,0.474339265,0.720141131
2840.38,297.2003661,291.4120418,303.8313802,286.596176,0.002250149,92800.15165,101401.0105,0.455727124,1.409695452
2829.91,296.8723518,291.0074515,303.4260994,286.2334276,0.002685679,92825.19606,101425.0947,0.421110684,1.031956096
2825.83,296.6831877,290.939587,303.1369572,286.6337212,0.002896999,92893.14132,101504.6865,0.287368317,0.441235623
2824.46,296.6679798,290.7964863,303.1570975,286.3101376,0.003389443,92993.4731,101620.0226,0.129316284,0.056578695
2821.74,296.6166222,290.663151,303.0986801,286.003074,0.00333701,93052.40857,101690.6698,-0.113689855,-0.157392013
2843.17,296.7105004,290.7369175,302.8216385,285.9142145,0.00178299,92984.99839,101621.4312,0.354108164,-0.081948679
2845.57,297.3868257,291.4750811,303.5972947,286.302905,0.002205367,92956.93087,101589.5555,0.622459561,-0.47823945
2848.03,298.1508781,292.1909564,304.3534136,287.1700693,0.00281876,93019.03342,101643.6407,0.362436121,-0.13744958
2829.99,298.1134712,291.9689255,304.3987318,287.0809503,0.002043655,93032.03719,101656.2363,-0.112578149,-0.160433297
2808.61,297.7221718,291.6956934,304.0363624,286.9713101,0.002187819,92921.60435,101554.5322,-0.151622653,-0.543273043
2809.7,298.2454297,292.0028448,304.7521838,286.5508326,0.002244075,92675.55258,101255.7432,0.196324664,0.718395529
2812.05,298.1929258,291.8414863,304.8915527,286.328129,0.002366914,92743.89253,101324.5471,0.32968754,0.603033975
2816.76,297.8995548,291.8865477,304.232646,287.0682642,0.001839529,92891.71025,101498.3978,0.311240937,0.365289338
2814.19,298.0247754,292.344397,304.2616114,288.2970183,0.003062228,92923.85665,101541.3447,0.283073956,0.49302812
2803.71,298.1473108,292.465094,304.393505,288.6198269,0.001908673,92905.11035,101520.4316,0.39266156,0.452950611
2804.53,298.2602959,292.2483033,304.876933,288.5134318,0.002161565,93088.45882,101713.1543,0.005289439,0.775953416
2799.22,297.990557,292.1126331,304.1495589,287.9448379,0.001957467,92972.49764,101596.5324,-0.113405264,0.729064081
2785.91,298.1087558,292.0918446,304.3237548,287.8330939,0.000924538,92911.03272,101525.0141,0.057113209,0.554311589
2795.58,298.3507999,292.1748362,304.7606639,288.0192458,0.001241411,93114.4727,101732.955,0.171474728,0.834162048
2784.65,298.1121279,291.7975397,304.5659689,287.1806435,0.001265747,93252.69311,101873.1404,-0.181329872,0.912406407
2764.41,297.9024386,292.2408837,304.0869253,287.0231186,0.002150888,93525.84241,102193.8835,-0.557747709,0.424574305
2737.83,297.8697509,291.963375,304.352305,286.9250911,0.002287471,93454.72845,102118.5369,-0.74559208,0.463275253
2736.58,297.3659042,291.4376938,303.7956847,285.9421838,0.001938776,92783.54593,101400.0347,-0.015974728,1.261122431
2727.26,297.2784145,291.2723449,303.6895461,285.6875546,0.001186039,92755.58539,101369.7993,0.84015221,1.217520448
2743.26,297.4108095,291.849627,303.9168132,286.3274202,0.002029803,92463.0804,101056.4602,0.909942551,1.443359112
2724.34,297.9284331,291.9838872,304.1795166,285.6246159,0.002295504,92455.36385,101009.7291,0.892112239,1.571443527
2746.09,297.0916424,290.7540233,303.7361371,284.7813862,0.002628821,92622.57412,101205.8721,0.793113205,1.340078153
2732.91,296.2523527,290.1590959,302.9581266,284.9140748,0.002845975,92785.39484,101393.9722,0.28173803,1.265944449
2742.94,295.6827625,289.9763289,302.3547505,285.5891705,0.003961351,92748.34852,101380.1501,-0.072249065,0.609488611
2764.17,295.66498,290.0515104,301.8053871,284.9646596,0.003168789,92496.29852,101112.1067,0.690349356,0.501989842
2769.28,295.5839111,290.014101,301.7696678,285.76775,0.004262989,92580.59234,101213.1114,0.501645515,-0.037029569
2774.86,295.2874963,289.7430232,301.3941969,286.181222,0.004551049,92678.5323,101342.3591,0.110294801,-0.132401199
2765.05,295.2720825,290.3487317,300.8640824,286.6637542,0.004280513,92761.204,101436.5811,0.021709451,0.234181974
2774.99,295.2235843,290.3631178,300.7869964,287.403223,0.004145006,92744.00272,101419.3932,0.098364598,0.945627846
2782.81,296.1675464,290.2674828,302.5517312,284.5449303,0.001278312,92402.80305,100991.6413,0.361755077,1.290003136
2789.06,296.5164845,290.5175056,303.267378,284.0181474,0.001406396,92495.78342,101073.5336,0.727663256,1.479860385
2791.47,295.8886152,289.6745546,302.7279264,283.4408472,0.001854571,92650.14108,101255.6849,0.691621475,1.309785388
2789.8,294.2967518,287.9193158,301.2582179,282.4131162,0.001936522,92698.24192,101359.1706,0.330437695,0.803510618
2790.21,293.8947289,288.034042,300.527329,282.136397,0.003792277,92455.15217,101121.6442,0.427320253,0.962037509
2779.39,295.6206092,289.1767609,302.2853774,283.9441157,0.001214278,92877.41647,101509.7026,-0.141066902,1.364579048
2779.9,295.2859746,288.8146663,301.8528935,283.239237,0.001145005,92607.00151,101214.7495,-0.168021202,1.176373524
2772.39,294.7952815,288.1280089,301.6535769,282.5021999,0.001083868,92422.36048,101026.79,0.060902206,0.608815685
2752.61,294.5610644,287.7625001,301.6794632,281.755195,0.001124799,92400.78937,101003.2033,0.74889716,0.7976302
2749.16,294.0833113,287.5823037,301.2262753,281.9323191,0.001109031,92659.59444,101298.5614,0.843542456,0.549705812
2736.93,294.4277131,288.8182679,300.9145379,284.2611948,0.003059422,92405.22384,101061.5389,0.586238739,1.240036122
2722.5,294.6308664,289.2057496,300.9852686,285.024838,0.002782984,92173.17279,100782.9413,0.734061018,1.613262641
2729.34,294.7865971,289.2877684,300.8877058,285.0841933,0.003564507,92200.4456,100812.5045,0.281897941,1.255016697
2710.67,294.8868273,289.1421393,301.2560745,285.4288324,0.003433024,92400.87726,101046.4133,-0.074468657,0.625188942
2727.36,294.849071,288.5987237,301.719872,284.4115293,0.002221675,92635.71094,101274.9718,0.898670198,1.428805753
2731.97,293.876309,287.8553705,300.5017201,284.8927173,0.001620581,92843.16356,101516.8091,0.215450838,1.413573735
2733.33,293.2308644,287.8154681,299.3188335,285.4014706,0.002775034,92692.33488,101365.7387,-0.244169227,1.222847087
2742.24,292.3438879,286.9136616,298.582893,284.906346,0.002939414,92680.69059,101356.8195,-0.321124196,1.15528673
2739.19,291.0296219,285.5245722,297.5482723,283.1423878,0.002859007,92798.16221,101504.5517,-0.50443026,0.866358131
2719.5,291.3110783,286.0448349,297.5102424,282.082699,0.00448771,92549.24507,101247.6,-0.810653736,0.37510342
2731.96,292.4454847,286.5995958,298.9744213,282.5623435,0.003234086,92540.11667,101205.347,-0.354837496,0.798171907
2727.76,292.4354055,286.2329318,299.3312716,282.5757118,0.002683187,92629.32439,101307.5445,0.090640441,0.860015645
2718.59,292.3413814,286.3573334,299.0795582,282.93117,0.002997029,92631.22519,101329.2019,0.244669949,0.633962959
2742.1,292.0374581,286.1587369,298.6156063,282.946515,0.002307614,92647.38377,101360.6701,0.447133658,0.78610592
2732.86,289.8480607,284.502831,296.5447066,278.9996295,0.002308186,92514.73335,101234.5498,0.164836615,0.787763439
2726.11,291.602221,285.39293,298.3362337,279.9529399,0.001551706,92587.2312,101264.3605,0.6532542,1.019236646
2701.27,292.5047509,285.7629129,299.5294996,280.477508,0.001603006,92691.49127,101351.6746,0.577753458,0.879653096
2676.34,292.413749,285.1767922,299.6340161,279.4281387,0.000872642,92935.40333,101621.5934,0.146426737,0.614865704
2683.35,291.8368542,284.7961748,299.1758976,278.7118036,0.000483285,92998.4089,101695.175,0.374039769,0.51251776
2670.93,290.213747,284.2235302,296.9703511,280.2777002,0.002490795,92959.58078,101734.8503,1.350485522,0.250532955
2637.14,289.3213694,283.6102397,295.8725522,280.7406374,0.004471524,92738.28156,101515.3021,0.958027747,1.032065438
2660.87,288.6280951,283.1748249,295.1856667,279.7625208,0.002203585,92600.66635,101376.916,0.798661483,1.537803663
2655.27,287.5439583,281.994644,294.172085,277.646721,0.001411799,92459.7284,101233.5533,0.871332066,1.618733233
2682.92,286.9977303,281.1025328,294.295732,275.6685499,0.00124775,92599.66597,101372.4417,0.717345085,1.642611814
2677.35,287.1950999,280.503171,294.868241,275.2065664,0.000931987,92600.1329,101341.566,0.687662434,-0.40654503
2676.48,286.4513823,279.7774731,293.8327332,275.2146462,0.001689802,92694.77612,101475.1847,0.888063143,-0.780964488
2645.3,285.8217723,279.7262795,293.6567607,275.9062585,0.002074792,92993.10795,101845.2854,0.450878323,-0.816900523
2683.55,286.2900898,280.2501194,293.5139696,275.9705963,0.002780327,93127.59646,101995.0395,-0.30195634,-0.665141863
2682.86,286.1937073,279.7028134,293.5951058,275.2704291,0.003388164,93099.76223,101924.6508,-0.547358475,-0.087328012
2693.94,282.3336729,276.2967042,289.7025128,271.6341563,0.000819127,93275.27862,102162.9171,-0.582354062,0.111415125
2702.84,282.2920824,276.5212844,289.3055378,271.2031142,0.000622224,93022.69683,101930.5149,0.129790312,-0.544064447
2717.49,282.0813067,276.5211624,289.3039634,271.2114658,0.000889024,92624.42159,101587.2195,1.018676321,-0.416839012
2713.34,281.0995522,275.6419943,288.4559326,270.5458425,0.001545339,92347.90223,101252.1513,1.712598201,0.996255434
2686.49,280.2996389,274.906677,287.3646147,269.8694235,0.004880403,92471.20761,101334.1999,1.024400615,0.878363364
2680.26,284.027882,279.4327495,290.6354958,274.4311051,0.003445806,92316.51122,101259.3147,1.066071991,0.356749083
2674.72,285.3588109,279.6507029,292.7385045,274.5359104,0.002537713,92145.42723,100910.3127,1.213710231,1.985124174
2661.43,284.2873285,278.2779126,291.6711837,272.9961555,0.000986379,92683.29244,101465.3105,1.030947187,1.599729629
2665.45,281.7812126,276.0419041,288.8596946,272.3213583,0.00078603,93193.96506,102095.039,0.553450989,0.113821771
2653.55,279.7888186,274.8018049,286.08044,271.4217105,0.000918548,92913.09814,101877.9123,0.194688321,-0.764590278
2656.88,280.2962101,275.5171969,286.7164582,272.0791206,0.003929411,92628.61413,101585.9408,0.758650366,-0.087859939
2672.08,280.1568421,274.6404591,286.8070737,269.6709956,0.001001542,92885.02319,101805.0787,1.044531261,0.234932174
2649.86,279.2793117,273.6382691,286.5843503,268.9123186,0.002574843,92745.46452,101719.0045,1.468554338,0.006617396
2619.14,280.1728814,274.9917858,286.8830779,271.5313884,0.003267851,92395.05245,101404.0093,0.663518201,0.095877871
2638.3,279.7128238,274.67138,286.2540943,271.2417566,0.00213862,92343.40899,101233.5343,0.698790622,0.757048349
2659.07,281.6848911,277.0119981,287.035023,275.0017491,0.004776591,92736.73757,101690.4823,0.875260147,-0.597217172
2632.65,281.5679674,277.1908441,287.4194086,275.5825949,0.004361896,92754.84129,101693.4616,1.049307326,0.082738757
2674.78,280.4431391,276.3737201,286.2165305,273.9245641,0.004153579,93045.14804,102058.7732,0.353020541,0.637467906
2661.36,279.5568944,275.4130299,284.9721743,272.2361842,0.00200772,92934.19219,101940.3683,-0.659193095,0.770923407
2657.67,281.3872233,276.7024091,286.6856333,273.062255,0.002522813,92851.47221,101737.615,0.018569593,1.335161358
2695.68,280.6526887,275.4723055,287.0010273,272.3172373,0.00318657,92891.24149,101763.8869,-0.086005909,0.673593497
2739.14,278.3666451,273.4450464,284.6820136,270.1073758,0.00199358,92550.85095,101487.8899,0.436487553,-0.206683284
2724.22,278.044598,273.3109583,284.0232869,270.135873,0.00224476,92465.87121,101484.9575,0.571563084,-1.016106938
2741.38,278.8375047,274.6002846,284.3453245,271.3583159,0.002826428,92442.07452,101490.825,0.351623642,-0.987432327
2761.85,279.0213579,274.419586,284.9427242,270.479225,0.00289658,92213.53913,101166.7929,0.564479732,0.587140585
2763.03,279.2048768,274.0258417,286.0248818,270.4854313,0.001602901,92174.94461,101061.6767,1.14354034,1.271229503
2777.11,278.269547,272.9139615,284.9774555,269.5385138,0.002179135,92687.49175,101587.86,1.102458531,0.541195197
2801.9,277.4910899,272.1853308,283.6946795,269.6632759,0.001667605,93085.2199,102059.9698,0.155562609,-0.692078096
2796.98,277.1389155,271.995107,283.2130609,270.4926621,0.001266549,93202.11736,102228.5812,0.152383456,-1.299054455
2786.57,277.7187965,272.386469,284.172527,268.046729,0.001006891,92424.60244,101335.4825,1.228307368,0.848359555
2740.45,275.6079228,270.529577,281.7831385,265.5552305,0.001327899,92771.12234,101768.9531,1.131309405,-0.074628033
2730.6,274.8272393,269.728532,281.0696108,264.8294361,0.001010117,92933.63604,102040.4949,1.05957269,-1.118805739
2732.08,275.8698475,270.8517666,281.6200672,265.7501668,0.002232101,92797.81387,101946.7442,0.757840098,-1.095368851
2728.09,276.9599136,272.3241508,282.7652863,267.9703421,0.00310581,92793.7429,101940.095,0.560704398,-0.371501875
2696.25,277.8207927,272.9237373,283.8272169,270.0492957,0.003025244,92748.86519,101736.4737,-0.003274243,0.540437232
2730.89,278.2544624,273.7306196,283.5878649,272.5884253,0.005974707,92470.64946,101513.6777,0.466367828,0.428911073
2761.52,278.4255075,274.0522797,284.0114096,272.0036769,0.002481259,92474.01327,101514.7388,0.849010956,1.320927732
2789.15,277.3860397,271.7901458,284.0891125,269.1780858,0.000813501,92825.34702,101866.0733,0.414467075,1.351365121
2780.64,276.7914467,271.6466261,283.5094038,268.743924,0.002404439,92722.10763,101786.5991,1.250485301,1.160020316
2747.76,273.9795226,270.0277719,278.936815,269.8058004,0.003528565,93249.64207,102516.3699,0.376363844,0.65650882
2731.26,272.8377952,269.0939813,278.0821129,268.0290193,0.003988294,93436.20455,102730.3144,-0.328881067,0.316009358
2747.75,272.6814644,267.8948749,279.2169797,266.9766029,0.005640868,93340.3865,102702.3851,0.407761658,0.298065563
2737.6,274.8929878,270.5223943,279.7943191,269.8571257,0.004636012,92682.43523,101996.717,0.940152921,1.004188422
2754.42,276.3186141,270.8439225,283.5345033,270.5808364,0.002818862,92997.90505,102185.1745,1.772308631,-0.106611536
2731.51,280.0313447,275.8558794,285.5726566,275.2625731,0.002217274,92638.68225,101676.144,2.075216445,0.941148462
2702.1,277.8778114,273.703839,284.6182431,272.0587067,0.001649806,93027.47392,102024.3015,1.489953663,2.15420571
2668.84,272.3853416,267.4824737,279.8362382,266.4380734,0.000692994,93640.08828,102843.2462,-0.263545222,1.021092281
2672.61,270.9131534,266.8145157,276.4257241,264.8038322,0.001383944,93271.06155,102521.0288,-0.103666497,-0.381808868
2638.67,273.982767,268.7934445,281.0796791,266.4255192,0.001206166,93300.34689,102405.0121,0.404144607,0.119699321
2685.27,273.6911563,268.4912949,280.728198,266.608924,0.001120418,93572.52928,102659.0307,0.786951322,-0.061892451
2727.67,272.7442632,267.8929002,278.7759954,267.2420302,0.005175369,93462.66104,102638.6191,0.591202603,-0.412174099
2701.04,272.2437889,267.7018855,278.1770083,266.2774637,0.00128872,93165.89816,102308.2178,0.563346354,-0.068559092
2763.39,272.7689831,267.9009832,279.0080773,266.3451931,0.001855113,92884.93202,101965.128,1.469006947,-0.302737943
2808.92,273.1063971,268.0469977,280.246654,265.4156658,0.001528015,93473.91038,102591.4927,0.933758576,-0.307763853
2835.96,274.8897421,270.0546971,281.4919477,267.1031829,0.000700949,92927.79465,102033.4294,1.310597412,-0.201999136
2839.26,275.8944035,270.4945267,283.1060187,266.9164674,0.000427605,92717.36156,101706.5956,1.691854843,0.972374918
2837.75,275.0304319,270.0889928,282.0190317,266.5004508,0.000972121,93283.1065,102279.7964,0.90095038,0.558117283
2870.62,274.7217077,270.1018098,280.9245911,267.9456885,0.001684609,93786.97667,102924.0236,0.029168207,-1.065594569
2872.87,276.268189,271.8059363,282.1397171,268.4256896,0.000690466,93007.52276,102068.0345,0.966884892,2.028165933
2848.56,274.9316853,270.2469841,281.4010677,266.321654,0.00104528,93038.62033,102033.3666,0.476448007,1.624836004
2852.97,274.0011697,269.1100736,280.38727,266.6179537,0.001571735,93136.33159,102240.2964,1.080059175,0.356189375
2842.24,274.9271673,270.6000581,280.3150179,268.3097232,0.002429218,92819.91835,101974.2961,1.509731938,-0.192439318
2833.03,276.2681608,272.3972738,281.0294297,270.7235074,0.004847525,92667.40494,101819.735,0.854990688,0.123743549
2810.33,275.7421254,271.3905918,282.5514796,267.950224,0.001433865,92556.0805,101483.041,1.779410076,1.849063255
2805.83,272.4381959,267.8976516,279.6953043,265.3368884,0.001330512,93198.89852,102235.4018,1.64188133,1.220456982
2807.04,269.0206193,264.2965961,276.0871619,263.0325602,0.000661818,93822.66945,103033.0191,1.034343313,0.278380886
2807.54,267.8452691,263.3548352,274.5364479,262.4121136,0.001178449,94006.49088,103327.5903,0.271385139,-0.849255376
2787.85,272.8255698,268.2374413,278.3487587,268.2245689,0.005904889,93046.47383,102225.9564,0.984359012,-0.550743523
2767.56,276.3205832,271.8373222,281.6107023,272.6898166,0.003906719,92617.79095,101754.8442,1.098016727,0.094598609
2750.8,278.0868566,273.8104449,283.2932661,274.3736834,0.002279837,92275.64746,101181.3079,0.595644016,1.682307931
2759.14,277.3679289,273.9547389,282.4112079,273.2135007,0.002715072,92584.7775,101484.3979,0.072531215,1.213585676
2748.51,275.4800996,271.691961,280.380094,270.5775286,0.003499922,92817.89346,101815.7649,0.787917694,0.824626857
2743.45,269.5639037,265.3108798,275.4428326,261.9532402,0.000830992,93310.93319,102424.8061,0.610146992,-0.197061706
2729.29,269.2641902,265.1208223,274.8398994,261.4915763,0.001100153,93196.79057,102328.8419,0.70181568,-0.702152348
2714.37,268.5738508,264.170427,274.9946464,260.535883,0.000410921,93471.36017,102668.232,1.076152057,-0.606022198
2695.89,265.1788478,260.482204,272.1710504,257.9357505,8.15E-05,93966.58545,103301.8704,0.976621739,-0.332595735
2692.12,269.8886007,265.7914049,275.4603378,262.9301623,0.002149631,93441.70786,102598.2418,0.499482769,-0.009296589
2687.66,268.264726,264.4852855,273.6894476,261.7509529,0.000893048,93755.92386,102978.0397,0.149111302,-0.07642775
2685.64,266.8256029,262.9024771,272.3877144,260.8644288,0.000860872,93843.41378,103149.9193,0.188763794,-0.437266854
2682.74,267.6071625,264.24761,272.2108533,260.9244585,0.000459908,93585.14304,102908.8714,0.729491569,-0.546493642
2685.35,273.5138265,269.7369509,278.5579953,268.7518757,0.002390281,92915.99249,102157.9334,0.588279941,-0.208639219
2692.64,274.3788179,270.3153034,279.8211462,268.7588208,0.000962115,92692.31064,101859.6405,0.362073584,-0.331387286
2691.01,277.4241319,273.5809953,282.294886,271.307338,0.0044134,92548.94235,101539.6212,0.800102515,0.351447457
2694.44,278.3727139,274.5914048,283.4224604,273.5010807,0.002871648,92725.29894,101709.832,1.608347188,0.773124623
2694.97,276.8025394,273.0547677,282.4698036,272.204057,0.001307813,92761.96672,101797.2663,1.354967555,1.191558417
2679.63,273.7733068,269.5629656,279.4869898,266.7857018,0.000378841,92951.05225,102040.4259,1.403135053,-0.056649828
2668.09,274.528912,270.8160785,279.4401265,267.0102224,0.000464407,92776.82455,101874.3355,1.242657358,-1.38344728
2671.88,274.8963413,270.0587569,281.4231346,264.6243599,0.000731705,92664.76654,101668.2458,2.007552923,-0.685988804
2669.72,275.0265953,269.8074316,282.0615486,265.4010318,0.000555858,93264.163,102325.3799,1.549446111,-0.905431141
2660.33,275.8402216,270.6924854,282.8919524,265.6309376,0.000316693,93332.81228,102378.6833,1.597969071,-0.403184945
